sample_id,sample_type,date_collected,cov_detected,genus,clade,accession_number,strain,sample_d,recapture_bats_infection_status,gender,age,fa_mm,mass_g,fmi_kg_m2,reproductive_status,reproductive_condition,teat_assessment,comments_ra_rousettus_aegyptiacus,decisions_based_on_data_sheets,x21,x22
NA,Rectal swab,2019-01-15T00:00:00Z,0,NA,NA,NA,NA,UP 10273,NA,F,A,93.6,114,13.012272627657246,Active,Not pregnant,Not recorded,NA,"Female, A, not pregnant but teat assessment  not recorded",NA,NA
NA,Rectal swab,2019-01-15T00:00:00Z,0,NA,NA,NA,NA,UP 10274,NA,F,A,93.1,109,12.575554276207631,Active,Not pregnant,Not recorded,NA,"Female, A, not pregnant but teat assessment  not recorded",NA,NA
NA,Rectal swab,2019-01-15T00:00:00Z,0,NA,NA,NA,NA,UP 10275,Negative,M,SA,80.3,73,11.321181931393639,Not-active,Not scrotal,Not applicable,NA,"Male SA, being not scotal and thus non-active",NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10297,NA,M,SA,80.5,74,11.419312526522894,Not-active,Not scrotal,Not applicable,NA,"Male SA, being not scotal and thus non-active",NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10300,Negative,F,SA,81,77,11.736015851242188,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10305,Negative,F,SA,78.3,79,12.885568000730728,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10306,Negative,F,SA,80,82,12.8125,Not-active,Not pregnant,Non-sclerotized teats,NA,"Recoded as teats not detemined, but not pregnant SA female will assume non-sclerotised",NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10311,Negative,F,SA,79.8,79,12.405700969215019,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10318,Negative,M,SA,79.4,73,11.579287984823198,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10326,NA,F,SA,82.2,78,11.543857779672152,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10327,NA,M,SA,80.7,89,13.666047855735668,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10328,NA,F,SA,82.5,86,12.635445362718087,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547574,BtCoV/Rousettus/LP/RSA/UP10329/2019,UP 10329,NA,F,SA,83.1,79,11.439974165931758,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547620,BtCoV/Rousettus/LP/RSA/UP10330/2019,UP 10330,NA,M,SA,84,76,10.770975056689341,Not-active,Not scrotal,Not applicable,Caught in Mar,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10331,NA,M,SA,87,90,11.890606420927467,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10332,NA,M,SA,80.4,75,11.602435583277641,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10333,NA,F,SA,81.7,82,12.284846641667501,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10334,NA,M,SA,80.5,84,12.96246286794491,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547649,BtCoV/Rousettus/LP/RSA/UP10335/2019,UP 10335,NA,M,SA,82.4,83,12.224290696578377,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10336,Negative,M,SA,82,77,11.45151695419393,Not-active,Not scrotal,Not applicable,Caught in Mar,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10337,NA,F,SA,78.2,70,11.446811572399447,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10338,Negative,F,SA,80.5,78,12.0365726630917,Not-active,Not pregnant,Non-sclerotized teats,"Caught in Mar, June",NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547616,BtCoV/Rousettus/LP/RSA/UP10339/2019,UP 10339,Positive,M,SA,77.1,73,12.280444989494335,Not-active,Not scrotal,Not applicable,"Caught in Mar, March, Apr, Sep",NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10340,NA,F,SA,82.7,75,10.966050569576664,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547617,BtCoV/Rousettus/LP/RSA/UP10341/2019,UP 10341,NA,M,SA,79.7,79,12.436851492973176,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10342,Negative,M,SA,85.4,84,11.517641187084884,Not-active,Not scrotal,Not applicable,Caught in Apr,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10343,NA,M,SA,82.1,83,12.313791000844166,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547618,BtCoV/Rousettus/LP/RSA/UP10345/2019,UP 10345,NA,F,SA,82.5,80,11.753902662993571,Not-active,Not pregnant,Non-sclerotized teats,Bat dead. Taken as voucher.,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10346,Negative,M,SA,83,81,11.757874872985917,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547619,BtCoV/Rousettus/LP/RSA/UP10355/2019,UP 10355,Positive,M,SA,85.7,83,11.3009889046074,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10364,Negative,F,SA,79.3,76,12.085572212089073,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10367,Negative,F,SA,81.7,74,11.086325018090184,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547621,BtCoV/Rousettus/LP/RSA/UP10370/2019,UP 10370,Positive,M,SA,83.6,88,12.591286829513978,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10374,Negative,M,SA,83.7,88,12.561218095576596,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10381,Negative,M,SA,71.3,54,10.622205523940288,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10392,Negative,M,SA,85.9,89,12.061565482781097,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10399,NA,F,SA,85,80,11.072664359861589,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10420,Negative,M,SA,79.2,75,11.956688093051726,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10424,NA,M,SA,80.6,78,12.006723765308575,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10434,Negative,M,SA,83.5,86,12.334612212700344,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10440,Negative,F,SA,86.5,91,12.16211701025761,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10444,Negative,M,SA,86.4,80,10.71673525377229,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10451,Negative,F,SA,83.7,72,10.277360260017215,Not-active,Not pregnant,Non-sclerotized teats,teats not detected.,"Female SA, not pregnant, teats not detected, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10452,Negative,F,SA,82.5,71,10.431588613406793,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10473,Negative,F,SA,82.6,76,11.139187073852812,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10488,Negative,F,SA,83.2,81,11.701414571005918,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10496,Negative,M,SA,80.9,80,12.223425890132793,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10497,Negative,M,SA,80.4,75,11.602435583277641,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547645,BtCoV/Rousettus/LP/RSA/UP10501/2019,UP 10501,Positive,F,SA,86.7,82,10.90876679052108,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10507,Negative,F,SA,81.6,81,12.164792387543256,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10528,Negative,M,SA,82.6,82,12.018596579683297,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10531,NA,F,A,90.9,153,18.516703155464057,Active,Lactating,Sclerotized teats,Lactating female with pup. Measurement comments: Pup FA = 71.9.,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10532,NA,F,A,89.5,150,18.726007303142847,Active,Lactating,Sclerotized teats,Lactating female with pup. Measurement comments: Pup FA = 64.3.,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547570,BtCoV/Rousettus/LP/RSA/UP10535/2019,UP 10535,NA,F,SA,83.7,87,12.418476980854134,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10537,NA,F,SA,81,82,12.498094802621551,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10548,Negative,F,SA,81.1,77,11.707091608752043,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547622,BtCoV/Rousettus/LP/RSA/UP10549/2019,UP 10549,Positive,F,SA,81.9,89,13.268511437009604,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10553,Negative,M,SA,77.3,68,11.380200793601652,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10557,Negative,M,SA,83.5,81,11.617483595682884,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547623,BtCoV/Rousettus/LP/RSA/UP10565/2019,UP 10565,Positive,F,SA,80.5,75,11.573627560665097,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10570,Negative,F,SA,80.8,84,12.866385648465839,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10593,Negative,M,SA,83.8,82,11.676853059620305,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10617,Negative,M,SA,81.2,79,11.981605959863133,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10622,Negative,F,SA,81.4,77,11.620957566903513,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10657,Negative,F,SA,85.9,80,10.84185661373582,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10670,NA,M,SA,82.1,89,13.203944567170248,Not-active,Not scrotal,Not applicable,NA,Corrected weight,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10678,Negative,M,SA,83.8,81,11.534452412551763,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10687,Negative,F,SA,77.7,85,14.079164658315237,Not-active,Not pregnant,Non-sclerotized teats,NA,"Female SA, not pregnant, teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10697,Negative,M,A,92.1,116,13.675358771858475,Active,Scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10705,Negative,F,SA,86.1,85,11.466018094725499,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10709,NA,M,SA,83.6,79,11.303541585586412,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10710,NA,M,SA,84.5,81,11.344140611323132,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10711,NA,F,SA,82.5,88,12.929292929292927,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547624,BtCoV/Rousettus/LP/RSA/UP10712/2019,UP 10712,NA,F,SA,80.1,71,11.066067540418423,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10713,NA,F,SA,83.3,79,11.385106263393714,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10714,NA,M,SA,87.6,90,11.728279226871834,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10715,NA,M,SA,83.3,82,11.817452070864361,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10716,NA,M,SA,83.2,84,12.134800295857989,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10717,NA,F,SA,82.2,81,11.987852309659543,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10718,Negative,F,SA,82.6,78,11.432323575796307,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10719,NA,M,SA,81.6,77,11.564061899269515,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10720,NA,M,SA,85.5,92,12.585068910091993,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,1,beta,2,MZ547646,BtCoV/Rousettus/LP/RSA/UP10721/2019,UP 10721,NA,M,SA,86.4,81,10.850694444444445,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10722,NA,F,SA,78.1,71,11.640088464672333,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-02-10T00:00:00Z,0,NA,NA,NA,NA,UP 10723,NA,M,SA,82.1,79,11.720355289960109,Not-active,Not scrotal,Not applicable,NA,Corrected weight,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10790,Negative/ negative,M,SA,86,92,12.439156300703084,Not-active,Not scrotal,Not applicable,Recapture - SMD 310.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10791,Negative/ negative,M,SA,84.6,83,11.596778610510317,Not-active,Not scrotal,Not applicable,Recapture - SMD 094.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10828,Negative,F,SA,83,80,11.61271592393671,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10829,Negative,M,SA,84,82,11.621315192743763,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10844,Negative/ negative,M,SA,87.3,90,11.809024456489649,Not-active,Not scrotal,Not applicable,Recapture - SMD 048.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,1,alpha,1,MZ547466,BtCoV/Rousettus/LP/RSA/UP10845/2019,UP 10845,Negative/ positive,F,SA,84,85,12.046485260770975,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 206.,"Female SA, not pregnant, teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10846,NA,M,SA,84.5,87,12.184447323272993,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10847,NA,F,SA,85.8,92,12.49721529441809,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10848,Negative,F,SA,86.3,87,11.681474390045771,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10858,Negative/ negative,M,SA,86.8,89,11.812737582025525,Not-active,Not scrotal,Not applicable,Recapture - SMD 346.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10859,Negative/ negative,F,SA,85.2,81,11.158500297560009,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 227.,"Female SA, not pregnant, teat assessment  not recorded, will assume non-sclerotised due to SA",NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10860,Negative/ negative,F,SA,82.9,83,12.077277112395796,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 125.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,1,alpha,1,MZ547467,BtCoV/Rousettus/LP/RSA/UP10861/2019,UP 10861,NA,M,SA,85.3,82,11.26978913125044,Not-active,Not scrotal,Not applicable,Recapture - SMC 771.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10863,Negative/ negative,M,SA,87.2,84,11.047049911623601,Not-active,Not scrotal,Not applicable,Recapture - SMD 198.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10864,Negative/ negative,F,SA,84,77,10.912698412698411,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 056.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10875,Negative,F,SA,87.8,89,11.54518708391924,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,1,alpha,1,MZ547468,BtCoV/Rousettus/LP/RSA/UP10884/2019,UP 10884,Negative/ positive,F,SA,83.6,82,11.809024456489649,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 062.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10886,Negative,F,SA,83.3,82,11.732790000228935,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10897,NA,F,A,95.1,111,12.273316814112327,Active,Not pregnant,Sclerotized teats,Recapture - SM 570. Tattoo refreshed.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10898,NA,F,A,95.3,117,12.882497310641055,Active,Not pregnant,Sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10900,Negative/ negative,F,SA,84,74,10.487528344671201,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 067.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10906,Negative,M,SA,81.5,79,11.89356016410102,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10911,Negative,F,SA,88,91,11.75103305785124,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,1,beta,2,MZ547577,BtCoV/Rousettus/LP/RSA/UP10921/2019,UP 10921,Negative/ positive,F,SA,84.9,90,12.486109203511091,Not-active,Not pregnant,Non-sclerotized teats,"Recapture - SMD 242.; Caught in Feb, Apr",NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10922,Negative/ negative,M,SA,84.5,80,11.204089492664822,Not-active,Not scrotal,Not applicable,Recapture - SMD 174.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10923,Negative/ negative,F,SA,85.5,82,11.217126637255907,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 375.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10924,NA,F,SA,83,83,12.048192771084336,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10925,NA,F,SA,83.4,76,10.926510590089078,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10926,NA,M,SA,86.6,82,10.933974793187868,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10936,Negative/ negative,M,SA,82.4,76,11.193326420963333,Not-active,Not scrotal,Not applicable,Recapture - SMD 250.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10945,NA,F,SA,83.2,79,11.41249075443787,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10946,NA,F,SA,82.6,75,10.992618822881065,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10947,Negative/ negative,M,SA,77.4,70,11.684661044675465,Not-active,Not scrotal,Not applicable,Recapture - SMD 140.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10948,Negative/ negative,M,SA,79.6,84,13.257240978763166,Not-active,Not scrotal,Not applicable,Recapture - SMD 306.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10949,NA,F,SA,82,76,11.302795954788815,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10950,Negative/ negative,F,SA,85,83,11.4878892733564,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 301.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10951,Negative/ negative,M,SA,82.2,79,11.691855956334615,Not-active,Not scrotal,Not applicable,Recapture - SMD 077.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10954,Negative,F,SA,83.5,79,11.3306321488759,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10955,Negative,F,SA,79,55,8.812690273994551,Not-active,Not pregnant,Non-sclerotized teats,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 10982,Negative,M,SA,82.6,78,11.432323575796307,Not-active,Not scrotal,Not applicable,NA,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,1,alpha,1,MZ547469,BtCoV/Rousettus/LP/RSA/UP11003/2019,UP 11003,Negative/ positive,F,SA,88,81,10.459710743801654,Not-active,Not pregnant,Non-sclerotized teats,Recapture - SMD 409.,NA,NA,NA
NA,Rectal swab,2019-03-04T00:00:00Z,0,NA,NA,NA,NA,UP 11005,Positive/ negative,M,SA,82.5,72,10.578512396694213,Not-active,Not scrotal,Not applicable,"Recapture - SMD 097. Caught in Feb, Mar, Apr, Sept,",NA,NA,NA
